Location ID,Practice Name,extracted_postcode,display_address,lat,lon,geocode_precision,admin_district,City / Town,Region,ASM Name,Area,Nation
,MCCALLUM & LOGUE,G15 8NB,"10 DUNKENNY SQUARE, DRUMCHAPEL, GLASGOW, G15 8NB",55.910141,-4.372357,exact,Glasgow City,,,,,Scotland
,MCMANUS & SCOTT DENTAL,ML1 4TA,"5 MAIN STREET, HOLYTOWN, ML1 4TA",55.821141,-3.978518,exact,North Lanarkshire,,,,,Scotland
,THE PARK PRACTICE,G4 9JE,"61 PARK ROAD, GLASGOW, G4 9JE",55.872501,-4.27963,exact,Glasgow City,,,,,Scotland
,DENTISTRY @ NO 3,KY12 7HU,"3 COMELY PARK, DUNFERMLINE, KY12 7HU",56.068899,-3.45509,exact,Fife,,,,,Scotland
,CLYDE DENTAL BAILLIESTON,G69 6AE,"120 MAIN STREET, BAILLIESTON, GLASGOW, G69 6AE",55.850499,-4.109459,exact,Glasgow City,,,,,Scotland
,DEVONSHIRE DENTAL CARE,G12 9HZ,"164 HYNDLAND ROAD, GLASGOW, G12 9HZ",55.876336,-4.306329,exact,Glasgow City,,,,,Scotland
,THE BRIDGES DENTAL CLINIC,KW1 4AH,"THE BRIDGES,5-9 BACK BRIDGE ST, WICK, KW1 4AH",58.442231,-3.092124,exact,Highland,,,,,Scotland
,ROYSTON DENTAL PRACTICE,G21 2QA,"141-147 CHARLES ST, GLASGOW, G21 2QA",55.871945,-4.226607,exact,Glasgow City,,,,,Scotland
,FALKIRK COMMUNITY HOSPITAL,FK1 5QE,"MAJOR'S LOAN, FALKIRK, FK1 5QE",55.99777,-3.794533,exact,Falkirk,,,,,Scotland
,ARDROSSAN DENTAL CARE,KA22 8EP,"31 GLASGOW STREET, ARDROSSAN, KA22 8EP",55.641168,-4.81422,exact,North Ayrshire,,,,,Scotland
,KIRKCUDBRIGHT DENTAL SURGERY,DG6 4DZ,"LESLIE HOUSE,50 ST CUTHBERT ST., KIRKCUDBRIGHT, DG6 4DZ",54.836733,-4.048144,exact,Dumfries and Galloway,,,,,Scotland
,RANKIN DENTAL,AB23 8BX,"30 ELLON ROAD, BRIDGE OF DON, AB23 8BX",57.177928,-2.089918,exact,Aberdeen City,,,,,Scotland
,SPRING GROVE CLINIC,PH6 2LN,"DUNDAS STREET, COMRIE, PH6 2LN",56.3748,-3.990745,exact,Perth and Kinross,,,,,Scotland
,MICHAEL KELLY DENTISTRY,G44 3XZ,"741 CLARKSTON ROAD, GLASGOW, G44 3XZ",55.814196957928715,-4.255722456310678,outcode_fallback,,,,,,Scotland
,GRAYS DENTAL SURGERY,G72 8AA,"7 WEST COATS ROAD, CAMBUSLANG, G72 8AA",55.819309,-4.171702,exact,South Lanarkshire,,,,,Scotland
,MEARNS CROSS DENTAL & IMPLANT CENTRE,G77 5BW,"3 EAGLESHAM ROAD, NEWTON MEARNS, G77 5BW",55.770615,-4.330151,exact,East Renfrewshire,,,,,Scotland
,147 BRUNTSFIELD PLACE,EH10 4EB,"EDINBURGH, EH10 4EB",55.936273,-3.208018,exact,City of Edinburgh,,,,,Scotland
,KESSINGTON DENTAL PRACTICE,G61 2DW,"53 MILNGAVIE ROAD, GLASGOW, G61 2DW",55.915431,-4.321613,exact,East Dunbartonshire,,,,,Scotland
,{MY} DENTIST,ML3 9TE,"72 HILLHOUSE ROAD, HAMILTON, ML3 9TE",55.77225,-4.076116,exact,South Lanarkshire,,,,,Scotland
,CARE DENTAL,PH7 4AX,"34-36 COMRIE STREET, CRIEFF, PH7 4AX",56.373962,-3.843276,exact,Perth and Kinross,,,,,Scotland
,JEDBURGH FAMILY DENTAL PRACTICE,TD8 6EN,"JEDBURGH HEALTH CENTRE, QUEEN ST.,JEDBURGH, TD8 6EN",55.478634,-2.552708,exact,Scottish Borders,,,,,Scotland
,DUNCAN STREET DENTAL CENTRE,EH9 1SR,"14-16 DUNCAN STREET, EDINBURGH, EH9 1SR",55.935037,-3.178685,exact,City of Edinburgh,,,,,Scotland
,HIGH VALLEYFIELD DENTAL CLINIC,KY12 8SJ,"CHAPEL STREET, HIGH VALLEYFIELD, KY12 8SJ",56.061722,-3.596589,exact,Fife,,,,,Scotland
,MOTHERWELL HEALTH CENTRE DENTAL DEPT,ML1 1TB,"138-144 WINDMILLHILL STREET, MOTHERWELL, ML1 1TB",55.785101,-3.984253,exact,North Lanarkshire,,,,,Scotland
,EASTERHOUSE DENTAL SURGERY,G33 4PD,"36 WARDIE ROAD, GLASGOW, G33 4PD",55.860927,-4.126547,exact,Glasgow City,,,,,Scotland
,1ST FLOOR,DD1 1DJ,"21 ALBERT SQUARE, DUNDEE, DD1 1DJ",56.462612,-2.969985,exact,Dundee City,,,,,Scotland
,11 MAIN STREET,PH2 7HD,"BRIDGEND, PERTH, PH2 7HD",56.400039,-3.423048,exact,Perth and Kinross,,,,,Scotland
,MCMANUS & SCOTT DENTAL,ML1 5JU,"54 HIGH STREET, NEWARTHILL, ML1 5JU",55.813557,-3.944107,exact,North Lanarkshire,,,,,Scotland
,DENTAL FX,G61 2RH,"84 DRYMEN ROAD BEARSDEN, GLASGOW, G61 2RH",55.916938,-4.330777,exact,East Dunbartonshire,,,,,Scotland
,WALLDANE DENTAL,FK1 1RA,"6 WEIR STREET, FALKIRK, FK1 1RA",56.001517,-3.781573,exact,Falkirk,,,,,Scotland
,SALTIRE DENTAL PRACTICE,KY6 2AH,"15 JUBILEE HOUSE,PENTLAND PARK, GLENROTHES, KY6 2AH",56.189509,-3.182303,exact,Fife,,,,,Scotland
,FERRYBURN DENTAL CARE,EH30 9JG,"FERRYBURN HOUSE 23A ROSEBERY AVE, SOUTH QUEENSFERRY, EH30 9JG",55.986196,-3.391119,exact,City of Edinburgh,,,,,Scotland
,FAIRMILEHEAD DENTAL PRACTICE,EH10 7AU,"6 OXGANGS ROAD, EDINBURGH, EH10 7AU",55.902034,-3.206504,exact,City of Edinburgh,,,,,Scotland
,{MY}DENTIST,ML8 4AJ,"28 HIGH STREET, CARLUKE, ML8 4AJ",55.734332,-3.838898,exact,South Lanarkshire,,,,,Scotland
,THE OLD POST OFFICE DENTAL PRACTICE,G83 0LZ,"91 BANK STREET, ALEXANDRIA, G83 0LZ",55.986444,-4.577751,exact,West Dunbartonshire,,,,,Scotland
,DEESIDE DENTAL CARE,AB31 5XX,"9 STATION ROAD, BANCHORY, AB31 5XX",57.051107,-2.496592,exact,Aberdeenshire,,,,,Scotland
,GREENOCK HEALTH CENTRE,PA15 4LY,"DENTAL DEPARTMENT, 20 DUNCAN ST. GREENOCK, PA15 4LY",55.942450657672914,-4.747614173693085,outcode_fallback,,,,,,Scotland
,QUADRANT DENTAL PRACTICE,KA7 1XB,"3 BARNS STREET, AYR, KA7 1XB",55.460656,-4.633489,exact,South Ayrshire,,,,,Scotland
,50 FOUNTAIN PLACE,EH20 9DU,"LOANHEAD, MIDLOTHIAN, EH20 9DU",55.880231,-3.1506,exact,Midlothian,,,,,Scotland
,OAK TREE DENTAL CENTRE,G66 1NL,"14-16 TOWNHEAD, KIRKINTILLOCH, G66 1NL",55.937404,-4.154067,exact,East Dunbartonshire,,,,,Scotland
,WESTHILL DENTAL PRACTICE,AB32 6UB,"FIR LODGE, OLD SKENE ROAD, WESTHILL,ABERDEEN, AB32 6UB",57.155117,-2.30414,exact,Aberdeenshire,,,,,Scotland
,LOMOND DENTAL CARE,G83 0NZ,"162 MAIN STREET, ALEXANDRIA, G83 0NZ",55.98696,-4.58189,exact,West Dunbartonshire,,,,,Scotland
,DUNBAR DENTAL CLINIC,KW14 7XE,"DUNBAR HOSPITAL, ORMLIE RD, THURSO, KW14 7XE",58.583433,-3.538959,exact,Highland,,,,,Scotland
,ARDUTHIE DENTAL PRACTICE,AB39 2NQ,"ARDUTHIE BUSINESS CENTRE, KIRKTON ROAD STONEHAVEN, AB39 2NQ",56.966155,-2.228359,exact,Aberdeenshire,,,,,Scotland
,82 MAIN STREET,DD2 5AA,"INVERGOWRIE, DD2 5AA",56.460831,-3.058269,exact,Perth and Kinross,,,,,Scotland
,TOLLCROSS DENTAL PRACTICE,G32 8HA,"1263 TOLLCROSS ROAD, GLASGOW, G32 8HA",55.842769,-4.165918,exact,Glasgow City,,,,,Scotland
,ABBEYLANDS DENTAL PRACTICE,G81 5JN,"6 MILLDAM ROAD, FAIFLEY, GLASGOW, G81 5JN",55.928176,-4.401731,exact,West Dunbartonshire,,,,,Scotland
,TRINITY DENTAL CARE,KA1 1ER,"37 BANK STREET, KILMARNOCK, KA1 1ER",55.60857,-4.498836,exact,East Ayrshire,,,,,Scotland
,ONE EIGHTY DENTAL,G64 1DH,"180 WOODHILL ROAD, BISHOPBRIGGS, GLASGOW, G64 1DH",55.907078,-4.206526,exact,East Dunbartonshire,,,,,Scotland
,GLENARD HOUSE,KA27 8DN,"BRODICK, ISLE OF ARRAN, KA27 8DN",55.576387,-5.153199,exact,North Ayrshire,,,,,Scotland
,THE CRAIGENTINNY DENTAL HEALTH CENTRE,EH15 3AY,"57 DUDDINGSTON CRESCENT, EDINBURGH, EH15 3AY",55.94442,-3.106808,exact,City of Edinburgh,,,,,Scotland
,AMA DENTISTRY,PA3 3PU,"53 CLIPPENS ROAD, LINWOOD, PA3 3PU",55.847228,-4.503803,exact,Renfrewshire,,,,,Scotland
,OASIS DENTAL CARE GLASGOW,G52 3SS,"1823 PAISLEY ROAD WEST, GLASGOW, G52 3SS",55.84544,-4.342294,exact,Glasgow City,,,,,Scotland
,T/A BUPA DENTAL CARE,IV2 7PA,"STONEYFIELD BUSINESS PARK, INVERNESS, IV2 7PA",57.481946,-4.185885,exact,Highland,,,,,Scotland
,212-214 MORRISON STREET,EH3 8EA,"EDINBURGH, EH3 8EA",55.946291,-3.213502,exact,City of Edinburgh,,,,,Scotland
,CHALMERS DENTAL CENTRE,EH3 9EW,"3 CHALMERS STREET, EDINBURGH, EH3 9EW",55.944529,-3.197083,exact,City of Edinburgh,,,,,Scotland
,BIRCHFIELD DENTAL CARE,FK6 5DW,"35 GLASGOW ROAD, DENNY, FK6 5DW",56.019584,-3.906704,exact,Falkirk,,,,,Scotland
,GARIOCH DENTAL PRACTICE,AB51 3PY,"69 MARKET PLACE, INVERURIE ABERDEENSHIRE, AB51 3PY",57.283149,-2.374495,exact,Aberdeenshire,,,,,Scotland
,EAST KILBRIDE DENTAL CARE,G74 4DS,"5 OLD COACH ROAD, EAST KILBRIDE, G74 4DS",55.77003,-4.174795,exact,South Lanarkshire,,,,,Scotland
,CULLODEN DENTAL CARE,IV2 7LL,"HEALTH CENTRE, KEPPOCH RD, CULLODEN, IV2 7LL",57.487274,-4.143474,exact,Highland,,,,,Scotland
,DUMFRIES DENTAL CENTRE,DG1 4AP,"BANKEND ROAD, DUMFRIES, DG1 4AP",55.056305,-3.599235,exact,Dumfries and Galloway,,,,,Scotland
,TEMPLEHALL DENTAL PRACTICE,KY2 6EX,"BEAULY PLACE, KIRKCALDY, KY2 6EX",56.127345,-3.184723,exact,Fife,,,,,Scotland
,DENTAL THERAPY MOSSPARK,G52 1JT,"5 AIRTH PLACE, MOSSPARK, GLASGOW, G52 1JT",55.839095,-4.319999,exact,Glasgow City,,,,,Scotland
,3 SCARHILL STREET,ML5 5BD,"COATBRIDGE, ML5 5BD",55.844109,-4.037522,exact,North Lanarkshire,,,,,Scotland
,CLYDE VALLEY DENTAL PRACTICE,ML8 5RE,"41 LANARK ROAD, CROSSFORD, ML8 5RE",55.699719,-3.87018,exact,South Lanarkshire,,,,,Scotland
,NHS BORDERS DENTAL CENTRE,TD9 7AH,"HAWICK COMMUNITY HOSPITAL, VICTORIA ROAD, HAWICK, TD9 7AH",55.423747,-2.791824,exact,Scottish Borders,,,,,Scotland
,EH10 DENTAL,EH10 5HN,"1 MILLAR CRESCENT, EDINBURGH, EH10 5HN",55.926978,-3.210225,exact,City of Edinburgh,,,,,Scotland
,BUPA DENTAL CARE,G11 6AB,"276 DUMBARTON ROAD, GLASGOW, G11 6AB",55.870567,-4.303877,exact,Glasgow City,,,,,Scotland
,DENTAL DEPT. ASSYNT HOUSE,IV2 3BW,"BEECHWOOD PARK, INVERNESS, IV2 3BW",57.472161,-4.187902,exact,Highland,,,,,Scotland
,MEADOWBANK DENTAL PRACTICE,EH7 5SU,"15 EARLSTON PLACE, EDINBURGH, EH7 5SU",55.957378,-3.167064,exact,City of Edinburgh,,,,,Scotland
,(MY) DENTIST,DG9 7AB,"37 LEWIS STREET, STRANRAER, DG9 7AB",54.902943,-5.026787,exact,Dumfries and Galloway,,,,,Scotland
,REDMOND&RENNISON DENTAL CARE,G81 5PJ,"29 GLASGOW ROAD, CLYDEBANK,GLASGOW, G81 5PJ",55.924676,-4.400538,exact,West Dunbartonshire,,,,,Scotland
,ORTHODONTIC LOUNGE,DG1 2BL,"3 LOREBURNE SHOPPING CENTRE, DUMFRIES, DG1 2BL",55.07379230263173,-3.5815799013157807,outcode_fallback,,,,,,Scotland
,6 MAIN STREET,EH25 9LE,"ROSLIN, MIDLOTHIAN, EH25 9LE",55.85721,-3.164026,exact,Midlothian,,,,,Scotland
,43/6 MARKET STREET,EH41 3JE,"HADDINGTON, EH41 3JE",55.955885,-2.778071,exact,East Lothian,,,,,Scotland
,NEW TOWN DENTAL PRACTICE,EH3 5DS,"4 HENDERSON ROW, EDINBURGH, EH3 5DS",55.960655,-3.201873,exact,City of Edinburgh,,,,,Scotland
,CITY HEALTH CLINIC,EH3 9BN,"9 EARL GREY STREET, EDINBURGH, EH3 9BN",55.944372,-3.204844,exact,City of Edinburgh,,,,,Scotland
,T/A FRASERBURGH DENTAL CARE,AB43 9JL,"5 ALBERT STREET, FRASERBURGH, AB43 9JL",57.693534,-2.013664,exact,Aberdeenshire,,,,,Scotland
,PANMURE DENTAL CARE,DD5 3UP,"150 PANMUREFIELD VILLAGE, DUNDEE, DD5 3UP",56.483469,-2.853104,exact,Dundee City,,,,,Scotland
,DALGETY BAY DENTAL PRACTICE,KY11 9NH,"7 MORAY WAY NORTH, DALGETY BAY, KY11 9NH",56.041357,-3.342668,exact,Fife,,,,,Scotland
,KINGSPORT DENTAL CLINIC,EH54 6BA,"4 KINGSPORT AVENUE, HOWDEN LIVINGSTON, EH54 6BA",55.892995,-3.509425,exact,West Lothian,,,,,Scotland
,CORSEHILL DENTAL CARE,KA3 5AZ,"17 GILMOUR STREET, STEWARTON, KA3 5AZ",55.68358,-4.513567,exact,East Ayrshire,,,,,Scotland
,"DENTAL SERVICES,LOWER GROUND FLOOR",KA6 6DX,"AYR HOSPITAL, DALMELLINGTON RD, AYR, KA6 6DX",55.430332,-4.595538,exact,South Ayrshire,,,,,Scotland
,DENTAL SURGERY,G42 8RW,"461 VICTORIA ROAD, GLASGOW, G42 8RW",55.835992,-4.2647,exact,Glasgow City,,,,,Scotland
,ENVISAGE DENTAL HEALTH FALKIRK,FK1 1PU,"54/58 COW WYND, FALKIRK, FK1 1PU",55.997675,-3.783079,exact,Falkirk,,,,,Scotland
,BONNYBRIDGE DENTAL PRACTICE,FK4 1AA,"2/4 BRIDGE STREET, BONNYBRIDGE, FK4 1AA",56.000885,-3.887323,exact,Falkirk,,,,,Scotland
,HAMILTON DENTAL CENTRE,ML3 6QL,"1 KEMP  STREET, HAMILTON, ML3 6QL",55.772754,-4.039059,exact,South Lanarkshire,,,,,Scotland
,PRIMARY CARE DENTAL SERVICES,AB15 6RE,"SUMMERFIELD HOUSE, 2 EDAY ROAD, ABERDEEN, AB15 6RE",57.14885,-2.161772,exact,Aberdeen City,,,,,Scotland
,EAST AYRSHIRE DENTAL,KA16 9DG,"71 MAIN STREET, NEWMILNS, KA16 9DG",55.607711,-4.323667,exact,East Ayrshire,,,,,Scotland
,YOUR PERFECT SMILE DENTAL CLINIC,PH26 3HF,"GRANT ARMS COTTAGE,THE SQUARE, GRANTOWN ON SPEY, PH26 3HF",57.331458,-3.606753,exact,Highland,,,,,Scotland
,1 BELLSTANE,EH30 9PU,"SOUTH QUEENSFERRY, EH30 9PU",55.990751,-3.397583,exact,City of Edinburgh,,,,,Scotland
,MCKINLEY DENTAL PRACTICE,KA12 0AL,"79 HIGH STREET, IRVINE, KA12 0AL",55.614365,-4.666564,exact,North Ayrshire,,,,,Scotland
,DENTAL SURGERY LTD FALKIRK,FK2 7BZ,"112 GRAHAMS ROAD, FALKIRK, FK2 7BZ",56.006647,-3.784713,exact,Falkirk,,,,,Scotland
,HALLCRAIG DENTAL CARE,ML6 6AH,"21 HALLCRAIG STREET, AIRDRIE, ML6 6AH",55.867126,-3.979674,exact,North Lanarkshire,,,,,Scotland
,GREAT JUNCTION DENTAL PRACTICE,EH6 5LG,"163 GREAT JUNCTION STREET, EDINBURGH, EH6 5LG",55.973059,-3.176269,exact,City of Edinburgh,,,,,Scotland
,INFINITYBLU DENTAL CARE,PH16 5BL,"60-62 ATHOLL ROAD, PITLOCHRY, PH16 5BL",56.70294,-3.734069,exact,Perth and Kinross,,,,,Scotland
,CITY QUAY DENTAL CLINIC,DD1 3JA,"24B CITY QUAY CAMPERDOWN STREET, DUNDEE, DD1 3JA",56.462283,-2.96037,exact,Dundee City,,,,,Scotland
,BUPA DENTAL CARE,IV30 1JZ,"15-17 SOUTH STREET, ELGIN, IV30 1JZ",57.647899,-3.314472,exact,Moray,,,,,Scotland
,DENTAL EXPRESS,EH15 2DA,"310-312 PORTOBELLO HIGH ST, EDINBURGH, EH15 2DA",55.951446,-3.107873,exact,City of Edinburgh,,,,,Scotland
,SLOAN DENTAL CARE,ML1 4GN,"18 BELL QUADRANT, CARFIN, MOTHERWELL, ML1 4GN",55.807319,-3.962865,exact,North Lanarkshire,,,,,Scotland
,URBAN DENTAL,G3 6JB,"141 ST. GEORGE'S ROAD, GLASGOW, G3 6JB",55.869011,-4.270107,exact,Glasgow City,,,,,Scotland
,INFINITYBLU DENTAL CARE & IMPLANT CLINIC,KY14 7AB,"23 BACK DYKES, AUCHTERMUCHTY, FIFE, KY14 7AB",56.293297,-3.230923,exact,Fife,,,,,Scotland
,ONE DENTAL CARE TROON,KA10 6BQ,"93 TEMPLEHILL, TROON, KA10 6BQ",55.544189,-4.667056,exact,South Ayrshire,,,,,Scotland
,BRIDGE STREET DENTAL PRACTICE,G83 0TA,"36 BRIDGE STREET, ALEXANDRIA, G83 0TA",55.984717,-4.579127,exact,West Dunbartonshire,,,,,Scotland
,INVERNESS DENTAL CLINIC LTD,IV2 3DX,"9 CASTLE STREET, INVERNESS, IV2 3DX",57.477425,-4.224463,exact,Highland,,,,,Scotland
,SPRING GROVE DENTAL CLINIC,G69 6HB,"23 BARRACHNIE ROAD, GLASGOW, G69 6HB",55.85085,-4.132882,exact,Glasgow City,,,,,Scotland
,SOUTHSIDE DENTAL CARE,EH9 3AJ,"125 MAYFIELD ROAD, EDINBURGH, EH9 3AJ",55.927365,-3.173891,exact,City of Edinburgh,,,,,Scotland
,NEW ROW DENTAL PRACTICE,KY12 7EF,"16 NEW ROW, DUNFERMLINE FIFE, KY12 7EF",56.070875,-3.4582,exact,Fife,,,,,Scotland
,GRANDHOLM DENTAL CLINIC,AB22 8BH,"THE HERITAGE CENTRE,GRANDHOLM CRESCENT, ABERDEEN, AB22 8BH",57.176928,-2.12483,exact,Aberdeen City,,,,,Scotland
,EARL GREY DENTAL PRACTICE,EH3 9BN,"42 EARL GREY STREET, EDINBURGH, EH3 9BN",55.944372,-3.204844,exact,City of Edinburgh,,,,,Scotland
,SHIELDS ROAD DENTAL PRACTICE LIMITED,G41 1NY,"413 SHIELDS ROAD, GLASGOW, G41 1NY",55.845518,-4.274934,exact,Glasgow City,,,,,Scotland
,BELLSQUARRY DENTISTRY,EH54 9AA,"44 CALDER ROAD, BELLSQUARRY, LIVINGSTON, EH54 9AA",55.869586,-3.526303,exact,West Lothian,,,,,Scotland
,ROSEWELL DENTAL CLINIC,KY5 8EX,"2 BALLINGRY ROAD, LOCHORE, KY5 8EX",56.158831,-3.3244,exact,Fife,,,,,Scotland
,LESLIE MEADOWS DENTAL CARE,KY6 3LG,"ANDERSON DRIVE, LESLIE, FIFE, KY6 3LG",56.20056,-3.21849,exact,Fife,,,,,Scotland
,LINBURN DENTAL PRACTICE,KY11 4LT,"124 NITH STREET, DUNFERMLINE FIFE, KY11 4LT",56.065631,-3.417076,exact,Fife,,,,,Scotland
,54A HIGH STREET,IV17 0SG,"ALNESS, IV17 0SG",57.695604,-4.252947,exact,Highland,,,,,Scotland
,8TO8 DENTAL,AB55 5FL,"1 WESTERTON RD NORTH, KEITH, AB55 5FL",57.541706,-2.942687,exact,Moray,,,,,Scotland
,ONE DENTAL CARE KIBIRNIE,KA25 6HS,"2 KIRKLAND ROAD, KIBIRNIE, KA25 6HS",55.74721,-4.685809,exact,North Ayrshire,,,,,Scotland
,WHITE PEARL DENTAL PRACTICE,DD3 6HG,"3 DUDHOPE TERRACE, DUNDEE, DD3 6HG",56.466395,-2.983602,exact,Dundee City,,,,,Scotland
,INFINITYBLU DENTAL CARE & IMPLANT CENTRE,FK17 8BJ,"171 MAIN STREET, CALLANDER, FK17 8BJ",56.242147,-4.207677,exact,Stirling,,,,,Scotland
,ARGYLL SMILE DENTAL CARE,PA23 8HE,"1 MARINE PARADE, KIRN, DUNOON, ARGYLL, PA23 8HE",55.960748,-4.910909,exact,Argyll and Bute,,,,,Scotland
,HANNIGAN DENTAL CARE,G69 9EE,"8 STATION ROAD, MUIRHEAD, GLASGOW, G69 9EE",55.89943,-4.104933,exact,North Lanarkshire,,,,,Scotland
,SMILESCENE DENTAL,G72 0BP,"UNIT 7,LIVINGSTONE BOULEVARD, INT'L TECHNOLOGY PARK,BLANTYRE, G72 0BP",55.779,-4.097811,exact,South Lanarkshire,,,,,Scotland
,FALKIRK DENTAL CARE,FK2 7DD,"91 GRAHAMS ROAD, FALKIRK, FK2 7DD",56.007161,-3.783999,exact,Falkirk,,,,,Scotland
,COWGATE DENTAL SURGERY,G66 1HW,"11 COWGATE, KIRKINTILLOCH, GLASGOW, G66 1HW",55.940582,-4.157878,exact,East Dunbartonshire,,,,,Scotland
,CLYDE DENTAL PRACTICE,G81 1TH,"42-44 KILBOWIE ROAD, GLASGOW, G81 1TH",55.900831,-4.405592,exact,West Dunbartonshire,,,,,Scotland
,WATERSIDE DENTAL CARE,DD1 3JA,"UNIT 33 SHED 26 CAMPERDOWN STREET, DUNDEE, DD1 3JA",56.462283,-2.96037,exact,Dundee City,,,,,Scotland
,BE DENTAL LTD,EH6 6JG,"OCEAN DRIVE CENTRE,120 OCEAN DR., EDINBURGH, EH6 6JG",55.978582,-3.180362,exact,City of Edinburgh,,,,,Scotland
,ORCHARD ROAD DENTAL PRACTICE,IV36 1PJ,"THE MEWS, ORCHARD ROAD, FORRES, IV36 1PJ",57.607919,-3.611973,exact,Moray,,,,,Scotland
,(MY) DENTIST,EH6 6LX,"80/1B COMMERCIAL QUAY, EDINBURGH, EH6 6LX",55.97707,-3.173073,exact,City of Edinburgh,,,,,Scotland
,CANMORE DENTAL  DUNFERMLINE,KY12 7PD,"8 ABBEY PARK PLACE, DUNFERMLINE, KY12 7PD",56.069965,-3.460704,exact,Fife,,,,,Scotland
,DRYMEN DENTAL PRACTICE,G63 0BJ,"THE SQUARE, DRYMEN, G63 0BJ",56.065638,-4.452097,exact,Stirling,,,,,Scotland
,SPEYSIDE DENTAL CLINIC,AB38 9NX,"138 HIGH STREET, ABERLOUR, AB38 9NX",57.470105,-3.226617,exact,Moray,,,,,Scotland
,THE ALBION CLINIC,G1 1RU,"211 ALBION STREET, GLASGOW, G1 1RU",55.86046,-4.243863,exact,Glasgow City,,,,,Scotland
,LOCKERBIE DENTAL SURGERY,DG11 2BX,"134 HIGH STREET, LOCKERBIE, DG11 2BX",55.120436,-3.35556,exact,Dumfries and Galloway,,,,,Scotland
,MY DENTIST,KA1 1JN,"UNIT 12, 15 PORTLAND GATE, PORTLAND ST., KILMARNOCK, KA1 1JN",55.610801,-4.496548,exact,East Ayrshire,,,,,Scotland
,EDEN DENTAL CLINIC,IV3 5SD,"12 BISHOPS ROAD, INVERNESS, IV3 5SD",57.472501,-4.234087,exact,Highland,,,,,Scotland
,SMILES PLUS,EH48 3ET,"51A SOUTH STREET, ARMADALE, EH48 3ET",55.897094,-3.699628,exact,West Lothian,,,,,Scotland
,COVE BAY DENTAL,AB12 3PT,"4 CATTO WALK, ABERDEEN, AB12 3PT",57.102108,-2.081335,exact,Aberdeen City,,,,,Scotland
,WEST CALDER DENTAL CARE,EH55 8AB,"1 EAST END, WEST CALDER, EH55 8AB",55.852027,-3.569928,exact,West Lothian,,,,,Scotland
,MARINA DENTAL CARE,G66 1XQ,"SOUTHBANK ROAD, KIRKINTILLOCH, G66 1XQ",55.934449,-4.158097,exact,East Dunbartonshire,,,,,Scotland
,BISHOPMILL DENTAL CENTRE,IV30 4LJ,"91-93 LOSSIEMOUTH ROAD, ELGIN, IV30 4LJ",57.659998,-3.312848,exact,Moray,,,,,Scotland
,M&S DENTAL CARE,PH33 6DA,"GLEN NEVIS PLACE, FORT WILLIAM, PH33 6DA",56.821218,-5.096704,exact,Highland,,,,,Scotland
,LANARK SMILE STUDIOS,ML11 7ES,"72 HIGH STREET, LANARK, ML11 7ES",55.673548,-3.776585,exact,South Lanarkshire,,,,,Scotland
,CHERRY TREE DENTAL PRACTICE,DD5 1DQ,"96 BROOK STREET, BROUGHTY FERRY, DUNDEE, DD5 1DQ",56.46763,-2.87888,exact,Dundee City,,,,,Scotland
,CALEDONIAN DENTAL CARE,PH2 8HQ,"53 KINNOULL CAUSEWAY, PERTH, PH2 8HQ",56.394926,-3.440176,exact,Perth and Kinross,,,,,Scotland
,EVOLUTION DENTAL PRACTICE,IV3 5JU,"27 WELLS STREET, INVERNESS, IV3 5JU",57.480188,-4.236408,exact,Highland,,,,,Scotland
,"T/A BUPA DENTAL CARE, HAZEL HOUSE",IV2 7PA,"STONEYFIELD BUSINESS PARK, INVERNESS, IV2 7PA",57.481946,-4.185885,exact,Highland,,,,,Scotland
,CLOUD DENTAL,PA5 8AR,"7A COLLIER STREET, JOHNSTONE, PA5 8AR",55.837513,-4.512554,exact,Renfrewshire,,,,,Scotland
,HAYMARKET DENTAL CARE,EH11 2HA,"3C WASHINGTON LANE, EDINBURGH, EH11 2HA",55.942832,-3.222552,exact,City of Edinburgh,,,,,Scotland
,OAK TREE DENTAL & IMPLANT CLINIC,G65 0BH,"2A U.P. ROAD, KILSYTH, G65 0BH",55.975598,-4.054179,exact,North Lanarkshire,,,,,Scotland
,ABERCROMBIE DENTAL PRACTICE,AB32 6FE,"10 ABERCROMBIE COURT, PROSPECT ROAD, WESTHILL, AB32 6FE",57.14584,-2.27949,exact,Aberdeenshire,,,,,Scotland
,GLASSGREEN DENTAL PRACTICE,IV30 6GQ,"2 THORNHILL DRIVE, ELGIN, IV30 6GQ",57.636152,-3.293228,exact,Moray,,,,,Scotland
,DENTISTRY ON THE SQUARE,G42 8QE,"12 NIDDRIE SQUARE, GLASGOW, G42 8QE",55.835089,-4.271243,exact,Glasgow City,,,,,Scotland
,REGENT DENTAL PRACTICE,KY11 9UY,"7 BAY CENTRE REGENT WAY, DALGETY BAY, KY11 9UY",56.036701,-3.356695,exact,Fife,,,,,Scotland
,CITRUS DENTAL CARE,EH9 1JZ,"1 MEADOW PLACE, EDINBURGH, EH9 1JZ",55.939819,-3.194408,exact,City of Edinburgh,,,,,Scotland
,WEST SIDE DENTAL CARE,EH14 2SW,"UNITS 1-3 WESTSIDE PLAZA, EDINBURGH, EH14 2SW",55.915582,-3.284844,exact,City of Edinburgh,,,,,Scotland
